X Acceleration (m/s^2), Y Acceleration (m/s^2), Z Acceleration (m/s^2), Time (milliseconds)
0.7698, 1.5092, 9.4176, 26559
0.7698, 1.5092, 9.809999, 26591
1.1547, 1.5092, 9.4176, 26636
0.7698, 1.5092, 9.809999, 26681
1.1547, 1.5092, 9.809999, 26713
1.1547, 1.8865, 9.809999, 26758
1.1547, 1.5092, 9.809999, 26805
1.5396, 1.5092, 9.4176, 26836
2.6943, 1.1319, 10.5948, 26882
4.6188, 0.7546, 12.1644, 26929
7.3131, 1.8865, 10.9872, 26959
11.1621, 1.1319, 9.809999, 27005
15.396, 0, 9.4176, 27036
13.4715, -0.3773, 6.6708, 27081
6.5433, -0.3773, 3.1392, 27128
-8.4678, -3.773, 4.7088, 27160
-19.245, -3.3957, 6.2784, 27206
-20.7846, 6.4141, 16.8732, 27254
-8.0829, 6.7914, 11.3796, 27284
-3.4641, 0.7546, 9.4176, 27331
-3.4641, -3.0184, 7.4556, 27364
-1.1547, -0.7546, 9.0252, 27408
-1.5396, 0.3773, 10.9872, 27438
-0.7698, 0, 10.2024, 27486
-1.1547, 0, 9.809999, 27534
-0.3849, -0.7546, 10.5948, 27564
-1.1547, 0, 10.2024, 27611
-1.1547, 0, 9.0252, 27640
-1.1547, 0, 9.809999, 27689
-1.1547, 0, 9.809999, 27720
-0.7698, 0, 9.0252, 27767
-1.1547, 0, 10.2024, 27813
-1.1547, 0, 9.809999, 27893
-1.1547, 0.3773, 9.4176, 27893
-1.1547, 0, 9.809999, 27938
-1.5396, -0.3773, 10.2024, 27967
-1.5396, 0, 10.2024, 28014
-1.9245, 0, 10.2024, 28045
-2.3094, -0.3773, 10.5948, 28091
-3.0792, 0.7546, 9.809999, 28138
-4.2339, 0.3773, 10.2024, 28169
-5.0037, -0.7546, 8.2404, 28217
-4.2339, -1.1319, 7.848, 28248
-4.6188, 2.2638, 9.809999, 28294
-1.9245, 0.3773, 8.2404, 28341
-0.7698, 0, 7.4556, 28373
0.3849, 1.1319, 10.2024, 28419
1.1547, 0.3773, 10.2024, 28451
2.6943, 1.1319, 9.4176, 28496
4.6188, -0.3773, 9.809999, 28527
5.0037, 0, 10.5948, 28574
5.0037, 0, 10.5948, 28621
4.2339, -0.3773, 10.9872, 28653
3.4641, 0, 11.772, 28699
2.6943, 0.7546, 10.9872, 28730
1.9245, 1.1319, 9.4176, 28777
1.5396, 1.1319, 9.809999, 28810
1.1547, 1.1319, 8.6328, 28856
0.7698, 1.5092, 10.2024, 28901
1.1547, 0.7546, 9.4176, 28932
0.7698, 1.5092, 9.4176, 28979
0.7698, 1.5092, 10.2024, 29026
0.3849, 1.8865, 9.809999, 29058
0.7698, 1.5092, 9.809999, 29103
0.7698, 1.5092, 9.809999, 29135
0.7698, 1.1319, 9.4176, 29180
0.7698, 1.1319, 9.809999, 29227
0.3849, 1.1319, 9.809999, 29257
0.7698, 1.1319, 9.809999, 29303
1.1547, 1.1319, 9.4176, 29351
1.1547, 0.7546, 10.2024, 29380
1.1547, 0.7546, 10.2024, 29426
3.4641, 0.3773, 2.7468, 29458
1.5396, 0.7546, 11.772, 29504
1.5396, 1.8865, 10.5948, 29550
0.3849, 0.7546, 8.6328, 29595
1.1547, 0.3773, 10.2024, 29628
1.9245, 0.7546, 10.2024, 29676
1.1547, 0.3773, 9.0252, 29707
0.3849, 0.3773, 11.3796, 29769
0.3849, 0, 9.0252, 29783
0.3849, 0.3773, 9.0252, 29830
0.3849, 0.3773, 10.5948, 29878
0.3849, 0.3773, 9.4176, 29908
-0.3849, 0.7546, 10.5948, 29954
0.3849, 1.1319, 10.2024, 29985
1.1547, 0.7546, 9.4176, 30029
0.3849, 0.3773, 9.809999, 30063
-0.3849, 0.3773, 9.809999, 30109
0.7698, 0.7546, 9.4176, 30156
0, 0.3773, 9.809999, 30188
0, 0.3773, 9.809999, 30235
0, 0, 9.809999, 30267
0, 0, 9.809999, 30313
0, 0, 9.4176, 30344
-0.7698, 0, 10.2024, 30391
-0.3849, 0, 9.4176, 30437
0.7698, 0.7546, 10.2024, 30469
0, 0.3773, 10.2024, 30515
0, 0.3773, 9.809999, 30546
0, 0.3773, 10.2024, 30592
0, 0.3773, 9.809999, 30639
-0.3849, 0.3773, 10.2024, 30671
