C# time [ms],DC Motor PWM,Encoder Position [counts],Encoder Velocity [Hz]
14008,0,622,0.6068215
14023,0,622,0.6068215
14044,0,622,0.6068215
14055,0,622,0.6068215
14071,0,622,0.6068215
14086,0,622,0.6068215
14117,0,622,0.6068215
14136,0,653,0.6486713
14153,0,653,0.6486713
14165,0,653,0.6486713
14180,0,653,0.6486713
14196,0,653,0.6486713
14213,0,653,0.6486713
14227,0,653,0.6486713
14242,0,653,0.6486713
14278,0,653,0.6486713
14303,0,653,0.6486713
14318,0,653,0.6486713
14334,0,653,0.6486713
14350,0,685,0.6695961
14366,0,685,0.6695961
14380,0,685,0.6695961
14397,0,685,0.6695961
14412,0,685,0.6695961
14427,0,685,0.6695961
14443,0,685,0.6695961
14458,0,685,0.6695961
14474,0,685,0.6695961
14492,0,685,0.6695961
14505,0,685,0.6695961
14520,0,685,0.6695961
14535,0,685,0.6695961
14551,0,716,0.6486713
14566,0,716,0.6486713
14581,0,716,0.6486713
14600,0,716,0.6486713
14612,0,716,0.6486713
14628,0,716,0.6486713
14644,0,716,0.6486713
14659,0,716,0.6486713
14675,0,716,0.6486713
14690,0,716,0.6486713
14710,0,716,0.6486713
14722,0,716,0.6486713
14738,0,750,0.7114459
14742,0,750,0.7114459
14768,0,750,0.7114459
14784,0,750,0.7114459
14791,0,750,0.7114459
14811,0,750,0.7114459
14831,0,750,0.7114459
14847,0,750,0.7114459
14862,0,750,0.7114459
14877,0,750,0.7114459
14893,0,750,0.7114459
14909,0,750,0.7114459
14928,0,750,0.7114459
14941,0,783,0.6905211
14955,0,783,0.6905211
14971,0,783,0.6905211
14986,0,783,0.6905211
15002,0,783,0.6905211
15017,0,783,0.6905211
15036,0,783,0.6905211
15048,0,783,0.6905211
15063,0,783,0.6905211
15079,0,783,0.6905211
15094,0,783,0.6905211
15110,0,783,0.6905211
15126,0,783,0.6905211
15143,0,783,0.6905211
15157,0,816,0.6905211
15172,0,816,0.6905211
15188,0,816,0.6905211
15203,0,816,0.6905211
15219,0,816,0.6905211
15235,0,816,0.6905211
15254,0,816,0.6905211
15266,0,816,0.6905211
15282,0,816,0.6905211
15297,0,816,0.6905211
15305,0,816,0.6905211
15328,0,816,0.6905211
15344,0,850,0.7114459
15365,0,850,0.7114459
15376,0,850,0.7114459
15391,0,850,0.7114459
15407,0,850,0.7114459
15422,0,850,0.7114459
15438,0,850,0.7114459
15454,0,850,0.7114459
15473,0,850,0.7114459
15485,0,850,0.7114459
15500,0,850,0.7114459
15517,0,850,0.7114459
15533,0,850,0.7114459
15548,0,850,0.7114459
15566,0,885,0.7323708
15583,0,885,0.7323708
15595,0,885,0.7323708
15611,0,885,0.7323708
15627,0,885,0.7323708
15641,0,885,0.7323708
15657,0,885,0.7323708
15673,0,885,0.7323708
15694,0,885,0.7323708
15704,0,885,0.7323708
15719,0,885,0.7323708
15735,0,885,0.7323708
15751,0,885,0.7323708
15768,0,920,0.7323708
15782,0,920,0.7323708
15805,0,920,0.7323708
15828,0,920,0.7323708
15844,0,920,0.7323708
15859,0,920,0.7323708
15875,0,920,0.7323708
15890,0,920,0.7323708
15908,0,920,0.7323708
15921,0,920,0.7323708
15937,0,920,0.7323708
15952,0,957,0.7742205
15968,0,957,0.7742205
15982,0,957,0.7742205
15998,0,957,0.7742205
16022,0,957,0.7742205
16029,0,957,0.7742205
16045,0,957,0.7742205
16060,0,957,0.7742205
16075,0,957,0.7742205
16092,0,957,0.7742205
16107,0,957,0.7742205
16128,0,957,0.7742205
16138,0,957,0.7742205
16155,0,957,0.7742205
16169,0,994,0.7742205
16184,0,994,0.7742205
16200,0,994,0.7742205
16215,0,994,0.7742205
16236,0,994,0.7742205
16247,0,994,0.7742205
16262,0,994,0.7742205
16278,0,994,0.7742205
16292,0,994,0.7742205
16309,0,994,0.7742205
16325,0,994,0.7742205
16345,0,994,0.7742205
16357,0,994,0.7742205
16372,0,1031,0.7742205
16387,0,1031,0.7742205
16403,0,1031,0.7742205
16418,0,1031,0.7742205
16433,0,1031,0.7742205
16458,0,1031,0.7742205
16464,0,1031,0.7742205
16480,0,1031,0.7742205
16495,0,1031,0.7742205
16510,0,1031,0.7742205
16526,0,1031,0.7742205
16541,0,1031,0.7742205
16559,0,1031,0.7742205
16574,0,1070,0.8160703
16587,0,1070,0.8160703
16602,0,1070,0.8160703
16617,0,1070,0.8160703
16633,0,1070,0.8160703
16648,0,1070,0.8160703
16668,0,1070,0.8160703
16695,0,1070,0.8160703
16710,0,1070,0.8160703
16720,0,1070,0.8160703
16742,0,1070,0.8160703
16757,0,1070,0.8160703
16777,0,1108,0.7951455
16790,0,1108,0.7951455
16806,0,1108,0.7951455
16820,0,1108,0.7951455
16837,0,1108,0.7951455
16851,0,1108,0.7951455
16867,0,1108,0.7951455
16908,0,1108,0.7951455
16929,0,1108,0.7951455
16943,0,1108,0.7951455
16959,0,1108,0.7951455
16975,0,1147,0.8160703
16990,0,1147,0.8160703
17010,0,1147,0.8160703
17021,0,1147,0.8160703
17036,0,1147,0.8160703
17053,0,1147,0.8160703
17069,0,1147,0.8160703
17084,0,1147,0.8160703
17099,0,1147,0.8160703
17118,0,1147,0.8160703
17131,0,1147,0.8160703
17146,0,1147,0.8160703
17162,0,1147,0.8160703
17179,0,1187,0.8369952
17193,0,1187,0.8369952
17209,0,1187,0.8369952
17233,0,1187,0.8369952
17240,0,1187,0.8369952
17255,0,1187,0.8369952
17258,0,1187,0.8369952
