0,0,0,0
4.01901829041533e-05,1.47513634103871e-05,1.47513634103871e-05,1.47513634103871e-05
0.00024114109742492,0.000530338460172537,0.000530338460172537,0.000530338460172537
0.001,0.00907440328620447,0.00907440328620447,0.00907440328620447
0.002,0.0360576332833228,0.0360576332833228,0.0360576332833228
0.003,0.0805950714622923,0.0805950714622923,0.0805950714622923
0.004,0.142339121212063,0.142339121212063,0.142339121212063
0.005,0.220949068795639,0.220949068795639,0.220949068795639
0.006,0.316090947060037,0.316090947060037,0.316090947060037
0.007,0.427437401844977,0.427437401844977,0.427437401844977
0.008,0.55466756103685,0.55466756103685,0.55466756103685
0.009,0.697466906215597,0.697466906215597,0.697466906215597
0.01,0.855527146843143,0.855527146843143,0.855527146843143
0.011,1.02854609694308,1.02854609694308,1.02854609694308
0.012,1.21622755422222,1.21622755422222,1.21622755422222
0.013,1.41828118158579,1.41828118158579,1.41828118158579
0.014,1.63442239099864,1.63442239099864,1.63442239099864
0.015,1.8643722296463,1.8643722296463,1.8643722296463
0.016,2.1078572683501,2.1078572683501,2.1078572683501
0.017,2.36460949219188,2.36460949219188,2.36460949219188
0.018,2.63436619330442,2.63436619330442,2.63436619330442
0.019,2.9168698657848,2.9168698657848,2.9168698657848
0.02,3.21186810268863,3.21186810268863,3.21186810268863
0.021,3.51911349506386,3.51911349506386,3.51911349506386
0.022,3.83836353298395,3.83836353298395,3.83836353298395
0.023,4.16938050854061,4.16938050854061,4.16938050854061
0.024,4.51193142075754,4.51193142075754,4.51193142075754
0.025,4.86578788238686,4.86578788238686,4.86578788238686
0.026,5.23072602855121,5.23072602855121,5.23072602855121
0.027,5.6065264271948,5.6065264271948,5.6065264271948
0.028,5.99297399130767,5.99297399130767,5.99297399130767
0.029,6.389857892888,6.389857892888,6.389857892888
0.03,6.79697147860812,6.79697147860812,6.79697147860812
0.031,7.2141121871504,7.2141121871504,7.2141121871504
0.032,7.64108146818006,7.64108146818006,7.64108146818006
0.033,8.07768470292234,8.07768470292234,8.07768470292234
0.034,8.52373112631243,8.52373112631243,8.52373112631243
0.035,8.9790337506869,8.9790337506869,8.9790337506869
0.036,9.4434092909861,9.4434092909861,9.4434092909861
0.037,9.91667809143775,9.91667809143775,9.91667809143775
0.038,10.3986640536922,10.3986640536922,10.3986640536922
0.039,10.8891945663808,10.8891945663808,10.8891945663808
0.04,11.3881004360689,11.3881004360689,11.3881004360689
0.041,11.8952158195764,11.8952158195764,11.8952158195764
0.042,12.4103781576382,12.4103781576382,12.4103781576382
0.043,12.9334281098782,12.9334281098782,12.9334281098782
0.044,13.4642094910713,13.4642094910713,13.4642094910713
0.045,14.002569208667,14.002569208667,14.002569208667
0.046,14.5483572015503,14.5483572015503,14.5483572015503
0.047,15.1014263800156,15.1014263800156,15.1014263800156
0.048,15.6616325669284,15.6616325669284,15.6616325669284
0.049,16.2288344400529,16.2288344400529,16.2288344400529
0.05,16.8028934755208,16.8028934755208,16.8028934755208
0.051,17.3836738924206,17.3836738924206,17.3836738924206
